\item $\displaystyle \int \dfrac{-12x+18}{\sqrt[3]{\left(3x^2-9x-2\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x^2}{\sqrt[3]{\left(6x^3-28\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{56x-56}{\sqrt[5]{\left(7x^2-14x-4\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{6x^2}{\sqrt[5]{\left(x^3\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x^2-6}{\sqrt[3]{\left(4x^3-2x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-63x^2-12x+12}{\sqrt[3]{\left(7x^3+2x^2-4x+45\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{32x}{\sqrt[5]{\left(8x^2\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{60x-27}{\sqrt{\left(10x^2-9x-21\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{8x}{\sqrt[5]{\left(x^2-40\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{32x-16}{\sqrt[5]{\left(8x^2-8x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-36x}{\sqrt[4]{\left(6x^2+45\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-18x^2-60x+30}{\sqrt[5]{\left(3x^3+15x^2-15x-16\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-32x-2}{\sqrt[3]{\left(8x^2+x+30\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{4x}{\sqrt[4]{\left(x^2\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{42x^2-4x}{\sqrt[3]{\left(7x^3-x^2-20\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-40x+20}{\sqrt[5]{\left(10x^2-10x-8\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-180x^2-36}{\sqrt{\left(15x^3+9x-20\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{12x-18}{\sqrt[3]{\left(2x^2-6x-18\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-48x^2-8x+6}{\sqrt{\left(8x^3+2x^2-3x-24\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-28x}{\sqrt[5]{\left(7x^2-10\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x+45}{\sqrt[4]{\left(6x^2+15x+36\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-132x^2-112x}{\sqrt{\left(11x^3+14x^2\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{6x^2-40x+2}{\sqrt{\left(x^3-10x^2+x-22\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{24x+32}{\sqrt[5]{\left(3x^2+8x\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{18x^2+28x-14}{\sqrt[3]{\left(3x^3+7x^2-7x+20\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x^2+8x+32}{\sqrt{\left(3x^3+x^2+8x+8\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{16x-28}{\sqrt[4]{\left(4x^2-14x+14\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{90x^2-54x-30}{\sqrt[4]{\left(10x^3-9x^2-10x\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-90x-42}{\sqrt[3]{\left(15x^2+14x+6\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-52x+6}{\sqrt[3]{\left(13x^2-3x+10\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{63x^2+30x+6}{\sqrt[4]{\left(7x^3+5x^2+2x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-6x}{\sqrt{\left(x^2+12\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{4x+2}{\sqrt[4]{\left(x^2+x+2\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{8x+14}{\sqrt[4]{\left(2x^2+7x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-66x}{\sqrt[3]{\left(11x^2\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{32x-32}{\sqrt{\left(4x^2-8x\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{4x}{\sqrt[5]{\left(x^2-26\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{4x}{\sqrt[4]{\left(x^2-26\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-36x^2+72x-30}{\sqrt{\left(4x^3-12x^2+10x+39\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{8x+56}{\sqrt[5]{\left(x^2+14x+32\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-6x^2-8x-22}{\sqrt[3]{\left(x^3+2x^2+11x+26\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{120x+56}{\sqrt[5]{\left(15x^2+14x-48\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{9x^2+54x+36}{\sqrt[4]{\left(x^3+9x^2+12x+3\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{12x^2-80x-40}{\sqrt[3]{\left(x^3-10x^2-10x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{16x+36}{\sqrt[4]{\left(2x^2+9x-4\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-72x^2+6}{\sqrt[3]{\left(8x^3-2x+21\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{60x+26}{\sqrt[5]{\left(15x^2+13x+14\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{42x-12}{\sqrt[3]{\left(7x^2-4x+3\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-24x-4}{\sqrt{\left(6x^2+2x+16\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{12x^2+8x}{\sqrt[3]{\left(x^3+x^2-20\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{84x+3}{\sqrt[4]{\left(14x^2+x+24\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{18x^2-66x}{\sqrt[5]{\left(2x^3-11x^2+24\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-108x^2+64x-4}{\sqrt[5]{\left(9x^3-8x^2+x-20\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{40x-22}{\sqrt[4]{\left(10x^2-11x-20\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x^2-90x}{\sqrt[3]{\left(4x^3-15x^2+3\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-4x+6}{\sqrt[4]{\left(x^2-3x-14\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{8x-28}{\sqrt{\left(x^2-7x\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{90x}{\sqrt{\left(15x^2\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-36x^2}{\sqrt[4]{\left(6x^3-28\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-8x+20}{\sqrt[5]{\left(2x^2-10x-20\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{48x+10}{\sqrt[4]{\left(12x^2+5x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{44x+14}{\sqrt{\left(11x^2+7x+12\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-56x}{\sqrt{\left(14x^2-6\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x-24}{\sqrt{\left(9x^2-12x+12\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-54x^2}{\sqrt[5]{\left(6x^3+27\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{78x^2+8x-6}{\sqrt[3]{\left(13x^3+2x^2-3x+24\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{72x^2+42x+45}{\sqrt[3]{\left(8x^3+7x^2+15x+12\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-16x+10}{\sqrt[4]{\left(4x^2-5x-2\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{8x-24}{\sqrt[4]{\left(2x^2-12x+2\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x^2+24x-4}{\sqrt{\left(10x^3-6x^2+2x\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-24x^2-4x+4}{\sqrt[4]{\left(4x^3+x^2-2x-4\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{90x}{\sqrt[3]{\left(15x^2-18\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{54x^2+22}{\sqrt{\left(9x^3+11x-16\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-4x-24}{\sqrt[5]{\left(x^2+12x+30\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-66x^2-24}{\sqrt[3]{\left(11x^3+12x\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{18x^2-36x-27}{\sqrt[3]{\left(2x^3-6x^2-9x+24\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-8x-12}{\sqrt[5]{\left(x^2+3x-8\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{48x^2-44x}{\sqrt[4]{\left(8x^3-11x^2+24\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-104x-4}{\sqrt[3]{\left(13x^2+x\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{88x}{\sqrt{\left(11x^2-48\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x^2+56x}{\sqrt{\left(10x^3-14x^2-30\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x-12}{\sqrt[4]{\left(10x^2+4x-21\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{30x-30}{\sqrt[5]{\left(5x^2-10x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-30x^2+4x-4}{\sqrt[5]{\left(5x^3-x^2+2x-2\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{24x+14}{\sqrt{\left(6x^2+7x\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-54x-12}{\sqrt{\left(9x^2+4x+24\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-24x+42}{\sqrt[5]{\left(4x^2-14x+33\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-8x}{\sqrt[5]{\left(2x^2\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{66x^2-56x-22}{\sqrt[3]{\left(11x^3-14x^2-11x\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{56x+8}{\sqrt[5]{\left(14x^2+4x-24\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{4x-4}{\sqrt{\left(x^2-2x+4\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-54x^2-12x+12}{\sqrt{\left(6x^3+2x^2-4x\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{120x^2+40x+12}{\sqrt[4]{\left(10x^3+5x^2+3x-32\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-144x^2-112x-4}{\sqrt{\left(12x^3+14x^2+x+20\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{48x^2+8x}{\sqrt[4]{\left(8x^3+2x^2-2\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{144x^2+96x+16}{\sqrt[4]{\left(12x^3+12x^2+4x-36\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{32x+2}{\sqrt[5]{\left(8x^2+x+10\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-4x-20}{\sqrt{\left(x^2+10x-26\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-32x-4}{\sqrt[4]{\left(8x^2+2x+22\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{16x+56}{\sqrt{\left(2x^2+14x-32\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{6x+15}{\sqrt[4]{\left(x^2+5x+6\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-84x^2-32x+18}{\sqrt{\left(14x^3+8x^2-9x+16\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-66x^2+32x+12}{\sqrt[4]{\left(11x^3-8x^2-6x-12\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x+28}{\sqrt[3]{\left(15x^2-14x-18\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-54x}{\sqrt{\left(9x^2+45\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{12x^2+40x+8}{\sqrt[3]{\left(2x^3+10x^2+4x+4\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x}{\sqrt[3]{\left(10x^2\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{32x+28}{\sqrt[5]{\left(8x^2+14x-30\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{120x+8}{\sqrt[4]{\left(15x^2+2x+36\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-72x^2}{\sqrt{\left(12x^3-24\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-42x-9}{\sqrt[4]{\left(7x^2+3x+15\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-78x^2-4x-22}{\sqrt[3]{\left(13x^3+x^2+11x-28\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x^2+60x-28}{\sqrt[5]{\left(10x^3-15x^2+14x-2\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x+36}{\sqrt[4]{\left(10x^2-12x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-54x^2+12}{\sqrt{\left(9x^3-6x-26\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{72x^2+4x+6}{\sqrt[3]{\left(12x^3+x^2+3x\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{168x^2+72x-44}{\sqrt[5]{\left(14x^3+9x^2-11x+8\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-28x}{\sqrt[3]{\left(7x^2+10\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{56x-44}{\sqrt[3]{\left(7x^2-11x-40\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-6x}{\sqrt[3]{\left(x^2\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{135x^2+72x}{\sqrt[4]{\left(15x^3+12x^2-27\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x^2+48x+30}{\sqrt[3]{\left(4x^3+8x^2+10x+6\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x^2+16x-4}{\sqrt[5]{\left(3x^3+2x^2-x-36\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-52x+8}{\sqrt[3]{\left(13x^2-4x-4\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{54x^2+20x+2}{\sqrt{\left(9x^3+5x^2+x-18\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-81x^2-18x}{\sqrt[3]{\left(9x^3+3x^2+27\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{60x+2}{\sqrt[5]{\left(15x^2+x+24\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-36x}{\sqrt{\left(9x^2-14\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-40x}{\sqrt{\left(10x^2-26\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-96x}{\sqrt[5]{\left(12x^2+4\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-24x-3}{\sqrt{\left(4x^2+x+24\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{135x^2+36x+18}{\sqrt{\left(15x^3+6x^2+6x\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{48x-44}{\sqrt[3]{\left(6x^2-11x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{78x-12}{\sqrt[3]{\left(13x^2-4x-9\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{8x-22}{\sqrt{\left(2x^2-11x+6\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{72x^2+60x}{\sqrt[4]{\left(12x^3+15x^2+4\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-12x-12}{\sqrt{\left(3x^2+6x\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-108x^2}{\sqrt[4]{\left(12x^3-39\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{64x+40}{\sqrt[4]{\left(8x^2+10x+4\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-8x-4}{\sqrt{\left(x^2+x\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{132x^2+44}{\sqrt{\left(11x^3+11x\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-72x+24}{\sqrt{\left(9x^2-6x-36\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{42x+30}{\sqrt[5]{\left(7x^2+10x+33\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-64x+56}{\sqrt[5]{\left(8x^2-14x+56\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-112x-12}{\sqrt{\left(14x^2+3x\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-12x^2-24x-20}{\sqrt[5]{\left(2x^3+6x^2+10x\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-4x+30}{\sqrt[3]{\left(x^2-15x-4\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{48x-12}{\sqrt[4]{\left(12x^2-6x\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{6x^2-22}{\sqrt[3]{\left(x^3-11x+10\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x-10}{\sqrt[3]{\left(15x^2+5x+10\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{52x-14}{\sqrt[4]{\left(13x^2-7x+2\right)^{5}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-54x}{\sqrt[5]{\left(9x^2-21\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{42x^2+12x+26}{\sqrt[5]{\left(7x^3+3x^2+13x-16\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{8x+8}{\sqrt{\left(x^2+2x-24\right)^{4}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{80x+4}{\sqrt{\left(10x^2+x+12\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{36x+4}{\sqrt[4]{\left(9x^2+2x-2\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-18x^2-54x+42}{\sqrt[4]{\left(2x^3+9x^2-14x-42\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-48x^2}{\sqrt[3]{\left(8x^3-14\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-12x-9}{\sqrt[3]{\left(2x^2+3x+27\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{60x+2}{\sqrt[3]{\left(15x^2+x+20\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{44x+6}{\sqrt{\left(11x^2+3x-24\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{24x}{\sqrt[5]{\left(6x^2\right)^{3}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{44x-4}{\sqrt[3]{\left(11x^2-2x-16\right)^{2}}}\, \, dx = \cdots $
\item $\displaystyle \int \dfrac{-60x+26}{\sqrt{\left(15x^2-13x-30\right)^{3}}}\, \, dx = \cdots $
